PAPEL	COTAÇÃO	P/L	P/VP	PSR	DIV.YIELD	P/ATIVO	P/CAP.GIRO	P/EBIT	P/ATIV CIRC.LIQ	EV/EBIT	EV/EBITDA	MRG EBIT	MRG. LÍQ.	LIQ. CORR.	ROIC	ROE	LIQ.2MESES	PATRIM. LÍQ	DÍV.LÍQ/ PATRIM.	CRESC. REC.5A	DÍVIDA LÍQUIDA/EBITDA	VALOR DE MERCADO
JOPA4	24,00	10,79	0,42	0,115	1,99%	0,110	0,32	2,65	1,72	7,58	6,62	4,34%	1,31%	1,88	6,59%	3,92%	0	601.120.000	2,03	7,79%	4,31	253.968.000
UNIP5	53,01	10,80	2,15	1,105	9,55%	0,844	3,13	9,30	-4,40	10,44	6,96	11,87%	10,26%	2,88	12,73%	19,91%	15.919	2.790.460.000	0,83	4,38%	0,76	5.999.300.000
BESP4	344,00	10,82	2,57	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	23,77%	0	5.183.100.000	0,00	1,83%	""	13.329.300.000
ODPV3	10,57	10,83	4,76	2,560	13,72%	2,752	-21,27	8,61	-14,46	8,06	7,51	29,74%	23,63%	0,64	39,80%	43,92%	11.646.000	1.227.770.000	0,00	6,74%	-0,51	5.839.880.000
EPAR3	4,95	10,83	1,33	3,018	24,47%	1,067	10,41	-6,71	-12,03	-6,22	-7,20	-44,96%	27,86%	15,81	-17,25%	12,28%	37.636	55.289.000	0,00	-48,17%	0,57	73.562.000
KROT4	5,12	10,92	0,78	1,503	0,00%	0,397	5,50	4,94	-1,59	7,78	5,75	30,46%	15,52%	1,61	8,93%	7,10%	0	12.395.700.000	0,55	6,00%	2,10	9.608.220.000
RECV3	16,28	10,92	1,13	1,464	16,89%	0,642	5,71	4,86	-2,93	5,61	3,29	30,11%	13,40%	2,14	16,17%	10,33%	40.680.400	4.235.280.000	0,42	46,79%	0,44	4.777.730.000
BMKS3	362,04	10,95	0,81	10,929	10,85%	0,710	0,97	-32,01	1,11	-0,83	-0,85	-34,14%	99,81%	21,21	-7,70%	7,44%	10.942	202.045.000	0,02	-8,07%	31,92	164.638.000
CIEL3	5,83	11,01	1,72	2,682	0,00%	0,132	3,44	32,19	-82,31	21,34	10,63	8,33%	24,36%	1,04	5,62%	15,59%	0	9.226.870.000	0,82	7,54%	-5,41	15.839.000.000
LPSB3	1,39	11,03	0,90	1,066	2,92%	0,501	4,79	4,99	-3,17	3,13	2,12	21,39%	17,95%	1,55	12,56%	8,17%	195.728	227.465.000	0,00	0,85%	-1,26	205.101.000
BRML3	8,26	11,08	0,55	4,312	0,00%	0,330	1.956,34	6,49	-1,02	8,81	8,06	66,46%	43,15%	1,00	5,40%	5,00%	0	12.221.700.000	0,29	14,19%	2,12	6.770.890.000
GRNL4	470,00	11,09	1,07	7,231	0,00%	0,975	8,04	-64,72	15,01	-63,22	-63,22	-11,17%	65,19%	4,35	-1,65%	9,69%	0	93.104.000	0,05	21,48%	1,50	100.058.000
BPAC11	34,13	11,10	2,28	0,000	2,51%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	20,52%	319.114.000	57.466.500.000	0,00	15,69%	""	130.901.000.000
ELUM3	36,00	11,12	1,50	0,940	0,00%	0,886	2,31	14,76	2,51	10,02	10,02	6,37%	8,46%	2,02	9,40%	13,47%	0	443.231.000	0,08	8,40%	-4,74	663.588.000
LEVE4	44,49	11,14	7,85	1,323	0,00%	1,678	10,10	7,40	-9,21	8,27	7,33	17,89%	11,87%	1,38	36,21%	70,45%	0	768.444.000	1,39	15,76%	0,77	6.030.130.000
LREN3	12,61	11,17	1,24	0,926	5,18%	0,656	2,86	4,43	4,90	3,83	2,71	20,87%	8,29%	1,61	19,09%	11,11%	259.312.000	10.773.000.000	0,09	16,83%	-0,43	13.360.900.000
WEGE4	16,10	11,18	3,04	1,779	0,00%	1,629	5,74	7,92	7,63	7,41	6,76	22,45%	16,63%	1,76	28,70%	27,21%	0	22.204.200.000	0,16	20,63%	-0,47	67.576.800.000
ANIM3	2,36	11,19	0,42	0,251	19,97%	0,098	0,85	0,94	-0,20	4,93	3,34	26,76%	5,38%	2,16	12,37%	3,74%	21.129.300	2.274.250.000	2,33	25,97%	2,71	953.131.000
CPLE6	10,55	11,20	1,23	1,389	4,02%	0,548	11,66	8,01	-1,68	11,34	8,26	17,34%	12,36%	1,26	7,72%	10,94%	135.191.000	25.674.700.000	0,67	2,84%	2,43	31.468.700.000
EKTR4	52,97	11,22	5,10	1,100	19,26%	0,855	-72,28	4,79	-1,55	7,83	6,62	22,95%	9,81%	0,96	20,52%	45,45%	13.903	2.013.000.000	3,61	6,67%	2,57	10.263.400.000
RIPI3	48,01	11,23	-28,94	-7,449	0,00%	7,092	-59,55	-8,79	-16,76	-9,31	-9,31	84,70%	-66,31%	0,87	-99,10%	-257,61%	0	-49.103.000	-2,44	5,82%	-0,51	1.421.100.000
CZLT33	29,23	11,24	1,39	0,526	0,00%	0,145	1,87	3,10	-0,29	10,26	4,03	16,97%	9,14%	1,58	5,31%	12,36%	0	5.691.680.000	3,93	7,88%	2,82	7.912.190.000
BMIN4	16,78	11,27	0,58	0,000	8,34%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	5,13%	99.253	140.070.000	0,00	20,75%	""	80.963.500
RIPI4	48,50	11,35	-29,24	-7,525	0,00%	7,164	-60,16	-8,88	-16,93	-9,40	-9,40	84,70%	-66,31%	0,87	-99,10%	-257,61%	0	-49.103.000	-2,44	5,82%	-0,51	1.435.600.000
CURY3	25,31	11,37	6,74	1,882	8,98%	1,702	5,00	8,24	-24,33	7,76	7,50	22,84%	17,80%	2,18	32,78%	59,32%	44.801.800	1.095.470.000	0,90	34,61%	-0,46	7.387.360.000
IGTI3	2,19	11,38	1,06	3,679	2,60%	0,535	3,16	6,83	-2,35	9,27	7,18	53,90%	32,34%	2,76	9,98%	9,28%	131.617	4.309.800.000	0,80	16,24%	1,89	4.548.850.000
EBCO4	1,00	11,46	0,80	0,330	0,00%	0,351	50,21	8,51	-14,31	8,26	8,26	3,88%	2,90%	1,01	5,04%	7,00%	0	828.097.000	0,02	6,09%	-0,26	664.727.000
UNIP6	56,80	11,57	2,30	1,183	8,92%	0,904	3,36	9,97	-4,71	11,11	7,40	11,87%	10,26%	2,88	12,73%	19,91%	10.257.300	2.790.460.000	0,83	4,38%	0,76	6.428.230.000
TEMP3	4,15	11,64	4,92	0,980	0,00%	2,014	9,98	10,60	19,39	9,55	7,74	9,25%	8,42%	1,41	34,49%	42,27%	0	135.736.000	0,23	-13,11%	-0,85	668.071.000
BMGB11	33,60	11,67	1,14	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	9,75%	0	4.305.640.000	0,00	-5,54%	""	4.899.150.000
BPAN4	7,13	11,72	1,07	0,000	3,39%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	9,16%	9.623.860	8.427.180.000	0,00	6,88%	""	9.048.470.000
NAFG3	64,37	11,80	2,76	1,102	0,00%	1,153	3,20	7,35	60,48	8,64	6,57	14,99%	9,28%	2,52	19,92%	23,42%	0	316.392.000	0,81	9,49%	0,98	874.080.000
NAFG4	64,42	11,81	2,76	1,103	0,00%	1,154	3,20	7,36	60,52	8,65	6,57	14,99%	9,28%	2,52	19,92%	23,42%	0	316.392.000	0,81	9,49%	0,98	874.759.000
BRIT3	3,06	11,85	0,88	1,003	2,85%	0,339	3,39	7,18	-1,03	12,58	4,16	13,96%	8,45%	1,54	6,52%	7,44%	0	1.557.890.000	1,25	22,57%	1,78	1.374.230.000
MDIA3	22,63	11,88	0,96	0,794	2,30%	0,601	2,35	7,89	6,25	8,12	5,88	10,06%	6,68%	2,20	10,23%	8,08%	15.966.700	7.997.940.000	0,30	9,43%	0,16	7.671.570.000
AESL4	10.081,90	11,95	2,08	1,029	0,00%	0,581	299,69	4,84	-1,10	8,44	8,44	21,27%	8,61%	1,01	13,00%	17,40%	0	5.457.440.000	1,64	8,89%	3,60	11.346.400.000
AESL3	10.081,90	11,95	2,08	1,029	0,00%	0,581	299,69	4,84	-1,10	8,44	8,44	21,27%	8,61%	1,01	13,00%	17,40%	0	5.457.440.000	1,64	8,89%	3,60	11.346.400.000
CXSE3	15,03	11,98	3,50	0,000	9,26%	3,215	53,81	-356,11	54,01	-346,56	-346,60	0,00%	0,00%	1,74	-0,99%	29,21%	78.035.100	12.889.300.000	0,00	0,00%	9,56	45.090.000.000
GMAT3	7,03	11,99	1,60	0,493	2,95%	0,834	2,17	7,53	5,32	7,82	6,63	6,54%	4,16%	2,56	14,76%	13,38%	26.475.300	9.850.300.000	0,23	27,44%	0,25	15.806.700.000
FIBR3	66,30	12,03	2,59	2,010	7,59%	0,899	9,59	5,13	-2,54	7,17	5,29	39,18%	16,75%	1,46	22,95%	21,57%	0	14.149.000.000	1,46	22,71%	1,50	36.712.600.000
EBCO3	1,05	12,03	0,84	0,346	0,00%	0,368	52,72	8,94	-15,02	8,68	8,68	3,88%	2,90%	1,01	5,04%	7,00%	0	828.097.000	0,02	6,09%	-0,26	697.963.000
KROT11	40,00	12,19	0,87	1,678	0,00%	0,443	6,14	5,51	-1,78	8,36	6,17	30,46%	15,52%	1,61	8,93%	7,10%	0	12.395.700.000	0,55	6,00%	2,10	10.723.500.000
MPLU3	26,80	12,20	17,37	6,877	0,00%	2,676	50,65	10,34	66,01	7,71	7,28	66,52%	56,37%	1,06	129,57%	142,40%	0	250.279.000	0,00	-18,88%	-2,48	4.348.220.000
BMOB3	17,07	12,23	1,25	0,975	3,77%	0,898	2,20	12,38	2,39	7,39	4,73	7,88%	8,02%	2,63	12,89%	10,24%	4.016.520	1.166.500.000	0,00	70,20%	-3,19	1.461.340.000
AMPI3	55,00	12,41	2,74	0,247	0,00%	0,177	5,68	0,98	-0,68	1,99	1,73	25,18%	15,11%	1,12	21,22%	22,09%	0	240.799.000	4,48	14,12%	0,88	660.000.000
PNVL3	8,74	12,46	1,06	0,266	4,84%	0,389	1,59	7,45	-10,10	13,24	6,04	3,57%	2,13%	1,70	6,96%	8,55%	1.922.780	1.234.710.000	1,00	15,57%	2,64	1.314.290.000
VAMO3	4,43	12,57	1,96	1,019	6,19%	0,236	3,38	1,75	-0,35	6,01	4,72	58,40%	8,11%	1,52	16,30%	15,60%	48.762.500	2.442.370.000	5,93	35,45%	3,35	4.788.970.000
KLBN11	18,73	12,64	3,48	1,178	6,49%	0,390	3,48	4,97	-0,63	11,89	6,42	23,69%	10,42%	1,93	9,51%	27,53%	89.987.500	6.651.850.000	5,97	11,45%	3,73	23.149.100.000
MTSA4	43,90	12,64	0,84	0,761	5,76%	0,694	1,14	11,95	1,18	8,04	5,73	6,37%	6,02%	4,94	8,66%	6,64%	99.504	459.343.000	0,10	6,47%	-2,78	385.869.000
KLBN4	3,75	12,66	3,48	1,180	6,48%	0,390	3,48	4,98	-0,63	11,89	6,42	23,69%	10,42%	1,93	9,51%	27,53%	7.232.160	6.651.850.000	5,97	11,45%	3,73	23.173.800.000
TMGC7	800,01	12,68	1,63	1,164	0,00%	1,120	6,77	17,85	11,96	16,52	16,52	6,52%	9,18%	1,69	8,73%	12,83%	0	1.167.010.000	0,05	10,49%	-1,33	1.897.620.000
PTNT3	9,74	12,78	1,05	0,585	2,78%	0,428	1,14	17,48	6,91	22,42	9,67	3,35%	7,11%	3,02	3,66%	8,19%	6.612	447.252.000	0,95	7,09%	2,13	467.973.000
UGPA4	27,10	12,79	1,99	0,226	0,00%	0,764	5,44	5,69	-3,93	7,79	6,34	3,98%	1,89%	1,53	17,48%	15,59%	0	15.158.700.000	1,04	11,99%	1,71	30.230.200.000
KLBN3	3,84	12,96	3,57	1,208	6,33%	0,400	3,57	5,10	-0,64	12,01	6,49	23,69%	10,42%	1,93	9,51%	27,53%	1.498.540	6.651.850.000	5,97	11,45%	3,73	23.730.000.000
AVIL3	0,93	12,97	4,16	2,338	0,00%	2,227	3,89	10,00	9,02	9,40	9,40	23,38%	18,01%	5,14	40,99%	32,03%	0	1.106.590.000	0,52	1,74%	-0,60	4.598.210.000
DXTG4	3,68	13,02	1,32	0,675	0,00%	0,689	2,44	6,26	7,48	6,33	6,33	10,78%	6,60%	2,77	12,31%	10,10%	0	768.999.000	0,04	8,30%	0,07	1.011.300.000
SFSA4	4,40	13,10	0,82	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	6,25%	0	739.524.000	0,00	0,15%	""	606.087.000
PETR4	37,30	13,13	1,31	0,979	21,36%	0,427	-8,07	2,28	-0,77	3,84	2,91	42,87%	7,54%	0,69	20,22%	10,00%	1.177.510.000	366.006.000.000	1,02	13,92%	1,18	480.750.000.000
GETI3	14,45	13,19	3,44	1,916	0,00%	1,314	-15,63	6,98	-3,19	8,20	6,76	27,43%	14,52%	0,71	22,70%	26,09%	0	1.601.130.000	0,86	13,39%	1,00	5.509.110.000
GETI4	14,46	13,20	3,44	1,917	0,00%	1,315	-15,64	6,99	-3,20	8,20	6,76	27,43%	14,52%	0,71	22,70%	26,09%	0	1.601.130.000	0,86	13,39%	1,00	5.512.920.000
FESA3	12,25	13,21	1,30	1,934	3,91%	0,986	3,96	18,69	6,19	16,85	8,05	10,35%	14,65%	2,68	6,78%	9,81%	2.262	3.339.260.000	0,13	6,84%	-0,88	4.326.390.000
VIVT4	45,34	13,33	1,06	1,324	0,00%	0,592	-51,21	8,87	-2,29	10,56	3,90	14,92%	9,95%	0,94	7,64%	7,96%	0	69.729.600.000	0,30	7,09%	0,62	73.933.400.000
RGEG3	3,00	13,42	1,60	0,770	0,00%	0,609	-98,28	6,23	-1,76	10,04	11,70	12,36%	5,74%	0,98	11,69%	11,90%	0	1.915.180.000	1,15	10,09%	4,44	3.059.370.000
BMIN3	20,00	13,43	0,69	0,000	1,77%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	5,13%	2.193	140.070.000	0,00	20,75%	""	96.500.000
TASA4	8,31	13,74	0,81	0,629	3,65%	0,400	1,97	6,51	4,85	9,34	7,36	9,66%	4,58%	1,53	7,40%	5,92%	1.712.270	1.294.360.000	0,58	-5,32%	2,23	1.052.330.000
AFLT3	7,43	13,77	1,85	5,450	9,01%	1,368	8,94	10,74	-24,16	11,28	11,23	50,73%	39,57%	3,91	13,25%	13,45%	2.388	252.912.000	0,12	12,35%	0,54	468.722.000
GGPS3	13,39	13,79	2,61	0,614	2,36%	0,631	2,06	7,92	-2,73	9,82	7,30	7,75%	4,51%	2,39	10,59%	18,92%	41.817.000	3.477.230.000	1,50	30,53%	1,42	9.068.790.000
TASA3	8,38	13,86	0,82	0,634	3,62%	0,404	1,99	6,57	4,89	9,40	7,40	9,66%	4,58%	1,53	7,40%	5,92%	73.601	1.294.360.000	0,58	-5,32%	2,23	1.061.190.000
IGTI11	18,80	13,95	1,29	4,512	2,12%	0,656	3,87	8,37	-2,88	10,81	8,38	53,90%	32,34%	2,76	9,98%	9,28%	56.431.100	4.309.800.000	0,80	16,24%	1,89	5.578.490.000
ASAI3	7,96	14,00	2,05	0,146	1,16%	0,236	79,15	2,01	-0,45	4,06	3,11	7,24%	1,04%	1,01	18,89%	14,63%	129.726.000	5.255.000.000	3,15	20,87%	1,57	10.763.900.000
ARCE3	54,00	14,01	2,60	2,461	0,00%	1,726	11,33	8,89	102,03	9,07	9,07	27,70%	19,46%	1,97	22,04%	18,59%	0	13.495.400.000	0,17	48,47%	0,18	35.153.600.000
GUAR3	6,64	14,10	0,61	0,344	1,81%	0,243	1,17	4,18	6,01	4,81	2,57	8,23%	2,44%	1,48	7,27%	4,35%	8.383.320	5.403.620.000	0,36	11,23%	0,34	3.314.690.000
B3SA3	12,26	14,11	3,51	6,107	2,63%	1,428	10,71	10,55	-5,54	10,54	9,64	57,87%	43,29%	1,66	19,36%	24,91%	535.973.000	18.370.800.000	0,72	2,17%	-0,01	64.567.300.000
TMGC11	900,00	14,26	1,83	1,309	0,00%	1,260	7,62	20,08	13,46	18,75	18,75	6,52%	9,18%	1,69	8,73%	12,83%	0	1.167.010.000	0,05	10,49%	-1,33	2.134.800.000
TFCO4	11,00	14,31	3,56	2,026	2,22%	2,043	4,73	10,50	7,80	11,30	10,24	19,29%	14,16%	2,68	22,27%	24,91%	4.112.410	472.809.000	0,32	31,30%	0,72	1.685.400.000
EQTL3	32,23	14,37	1,55	0,891	1,55%	0,347	4,53	4,20	-0,70	8,64	7,05	21,21%	8,31%	1,46	9,75%	10,77%	248.965.000	26.113.700.000	2,14	26,95%	3,62	40.411.500.000
TNCP4	182,60	14,42	2,49	3,091	0,00%	1,696	52,65	11,85	-22,30	11,88	8,72	26,08%	21,44%	1,15	16,48%	17,29%	0	13.081.500.000	0,09	97,79%	0,02	32.617.300.000
PETR3	41,03	14,45	1,44	1,077	19,42%	0,470	-8,87	2,51	-0,85	4,07	3,08	42,87%	7,54%	0,69	20,22%	10,00%	409.737.000	366.006.000.000	1,02	13,92%	1,18	528.825.000.000
TNCP3	184,85	14,59	2,52	3,129	0,00%	1,717	53,30	12,00	-22,58	12,03	8,83	26,08%	21,44%	1,15	16,48%	17,29%	0	13.081.500.000	0,09	97,79%	0,02	33.019.200.000
KSSA3	5,33	14,66	1,40	0,916	0,00%	0,406	1,72	5,62	6,73	12,30	12,30	16,31%	8,42%	1,47	7,67%	9,58%	0	553.026.000	1,80	40,68%	6,68	776.612.000
ELUM4	47,90	14,79	1,99	1,251	0,00%	1,178	3,07	19,64	3,34	14,90	14,90	6,37%	8,46%	2,02	9,40%	13,47%	0	443.231.000	0,08	8,40%	-4,74	882.941.000
ALOS3	19,07	14,82	0,77	3,779	9,81%	0,379	5,16	7,86	-1,17	5,30	3,61	48,06%	29,64%	1,89	5,53%	5,23%	72.635.800	13.364.900.000	0,00	42,34%	-1,74	10.353.800.000
ABEV3	13,61	14,85	2,17	2,397	5,84%	1,320	44,99	11,03	-24,45	9,67	7,18	21,74%	16,60%	1,10	17,90%	14,64%	424.894.000	98.642.100.000	0,04	9,90%	-1,01	214.462.000.000
TCOC3	38,85	14,90	1,80	2,225	0,00%	1,307	3,78	14,48	4,39	12,23	12,23	15,37%	14,93%	2,53	13,98%	12,06%	0	2.812.920.000	0,04	16,71%	-2,25	5.053.140.000
SOJA3	10,30	14,91	1,03	0,757	2,89%	0,523	1,06	10,34	1,35	9,13	7,44	7,32%	8,72%	4,06	6,99%	6,94%	5.745.190	1.346.800.000	0,31	34,57%	-0,99	1.393.820.000
AZZA3	24,70	14,93	0,66	0,609	3,51%	0,334	2,20	8,77	-7,28	12,01	7,01	6,94%	4,04%	1,51	4,59%	4,44%	83.815.800	7.702.650.000	0,34	46,64%	1,89	5.100.300.000
RDCD3	35,16	15,07	14,74	7,936	0,00%	0,925	21,14	13,40	22,70	14,25	14,26	59,23%	52,65%	1,05	6,97%	97,78%	0	1.605.520.000	1,04	12,16%	0,85	23.661.700.000
BOAS3	7,95	15,22	1,83	4,929	0,00%	1,699	3,34	25,60	3,54	18,69	8,52	19,25%	32,39%	12,37	12,76%	12,04%	0	2.298.770.000	0,00	10,99%	-3,15	4.212.250.000
TMGC13	966,14	15,31	1,96	1,406	0,00%	1,353	8,18	21,56	14,45	20,23	20,23	6,52%	9,18%	1,69	8,73%	12,83%	0	1.167.010.000	0,05	10,49%	-1,33	2.291.680.000
BEMA3	10,80	15,32	1,22	1,293	0,00%	0,808	3,18	14,34	11,45	14,43	8,11	9,01%	8,44%	2,66	6,96%	7,95%	0	457.342.000	0,19	10,58%	0,05	556.934.000
VIVT3	52,30	15,37	1,22	1,527	7,87%	0,683	-59,08	10,23	-2,64	11,92	4,41	14,92%	9,95%	0,94	7,64%	7,96%	127.230.000	69.729.600.000	0,30	7,09%	0,62	85.282.700.000
STBP3	13,31	15,50	17,39	3,962	20,38%	2,076	63,58	9,69	-3,09	11,38	9,32	40,88%	25,56%	1,18	25,63%	112,19%	59.844.700	661.359.000	4,12	29,80%	1,38	11.502.100.000
PORT3	17,09	15,55	2,65	2,576	7,12%	1,124	36,06	8,75	-2,85	11,45	8,36	29,43%	16,70%	1,21	14,28%	17,02%	11.692.600	2.847.870.000	0,99	11,41%	1,97	7.536.310.000
MERC4	9,55	15,58	0,68	0,000	5,54%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	4,37%	2.736	575.527.000	0,00	3,73%	""	391.502.000
IGTA3	33,13	15,60	1,53	5,429	0,00%	0,894	4,43	10,57	-6,30	12,27	9,35	51,36%	34,81%	3,87	10,74%	9,78%	0	3.788.990.000	0,60	12,60%	1,29	5.780.750.000
ETER4	9,85	15,69	0,75	0,524	0,00%	0,466	2,45	17,24	16,31	20,36	8,31	3,04%	3,34%	1,86	2,93%	4,81%	0	806.063.000	0,16	11,26%	1,27	608.503.000
ILMD3	29,00	15,73	2,63	0,683	0,00%	1,395	5,70	14,13	7,53	13,13	13,13	4,84%	4,92%	1,60	12,52%	16,69%	0	658.715.000	0,02	0,65%	-1,00	1.730.340.000
BAUH4	79,00	15,98	3,31	1,669	1,04%	2,248	15,67	21,93	17,84	20,04	15,43	7,61%	10,45%	1,47	16,35%	20,71%	2.896	124.709.000	0,00	7,84%	-1,45	412.538.000
CRTP5	62,10	15,98	1,71	1,748	0,00%	1,127	3,98	14,09	5,88	12,48	12,48	12,40%	10,94%	2,14	12,36%	10,68%	0	1.210.570.000	0,12	10,11%	-1,62	2.066.750.000
ENMT4	79,99	16,10	4,11	2,132	4,63%	1,236	12,51	9,51	-2,99	12,39	10,52	22,41%	13,25%	1,53	15,32%	25,54%	2.179	4.259.880.000	1,62	10,38%	2,45	17.513.200.000
SRNA3	7,73	16,18	0,85	1,167	0,00%	0,239	-202,22	4,07	-0,41	13,11	8,00	28,64%	7,21%	0,99	6,41%	5,28%	28.348.900	5.635.040.000	2,15	140,47%	5,52	4.813.710.000
TEND3	14,08	16,22	1,82	0,525	1,22%	0,323	1,38	4,71	-1,45	5,70	4,80	11,16%	3,07%	1,64	8,58%	11,24%	38.874.900	946.786.000	1,28	9,00%	0,84	1.725.900.000
ILMD4	30,00	16,28	2,72	0,707	0,00%	1,443	5,89	14,62	7,79	13,62	13,62	4,84%	4,92%	1,60	12,52%	16,69%	0	658.715.000	0,02	0,65%	-1,00	1.790.010.000
DURA4	31,39	16,35	2,22	2,182	0,00%	1,224	17,24	10,12	-10,49	11,47	11,47	21,56%	13,39%	1,27	14,38%	13,59%	0	1.789.980.000	0,52	10,94%	1,35	3.976.960.000
SLCE3	18,85	16,40	2,09	1,071	4,40%	0,476	3,72	5,49	-1,65	7,87	6,63	19,50%	6,17%	1,37	11,10%	12,74%	54.357.400	3.997.670.000	1,40	19,33%	2,00	8.356.770.000
DURA3	31,90	16,62	2,26	2,218	0,00%	1,244	17,52	10,29	-10,66	11,64	11,64	21,56%	13,39%	1,27	14,38%	13,59%	0	1.789.980.000	0,52	10,94%	1,35	4.041.570.000
REAG3	4,35	16,63	0,75	3,634	0,00%	0,707	0,77	-11,64	0,77	3,78	5,18	-31,23%	21,86%	16,47	-155,93%	4,53%	212.772	293.687.000	0,00	1,74%	21,11	221.222.000
RDOR3	27,95	16,63	2,59	1,265	2,49%	0,624	1,91	8,61	-2,61	8,64	7,08	14,70%	7,78%	2,88	11,91%	15,57%	174.734.000	24.702.600.000	1,57	40,35%	0,03	63.985.700.000
DPPI3	85,00	16,65	4,99	-1,453	0,00%	3,753	8,70	190,72	9,75	177,18	177,18	-0,76%	-5,04%	3,14	3,00%	29,97%	0	545.227.000	0,06	15,14%	-13,54	2.720.000.000
ELET5	75,00	16,67	1,42	4,306	0,00%	0,597	5,27	12,84	-1,67	15,79	12,18	33,55%	25,83%	2,04	5,37%	8,52%	0	121.863.000.000	0,62	6,55%	2,28	173.032.000.000
MNPR3	28,49	16,82	-0,65	0,570	0,00%	0,539	-0,53	3,45	-0,42	3,44	3,01	16,52%	3,40%	0,36	16,56%	-3,86%	82.035	-311.861.000	0,00	7,95%	-0,01	202.279.000
ENMT3	85,00	17,10	4,37	2,266	4,36%	1,314	13,29	10,11	-3,18	12,99	11,03	22,41%	13,25%	1,53	15,32%	25,54%	4.051	4.259.880.000	1,62	10,38%	2,45	18.610.100.000
TIMP3	13,46	17,13	1,43	1,903	0,00%	0,818	15,37	9,79	-3,78	9,72	3,77	19,44%	11,11%	1,34	9,67%	8,33%	0	22.847.800.000	0,14	2,29%	-0,03	32.587.100.000
MGLU3	10,45	17,21	0,68	0,203	0,00%	0,207	2,72	4,32	-1,20	5,67	3,25	4,70%	1,18%	1,17	7,19%	3,96%	255.943.000	11.319.300.000	0,40	5,88%	0,77	7.722.500.000
BMTO4	7,57	17,27	2,07	0,000	0,00%	2,030	0,00	-2.625,16	0,00	-2.624,05	-1.477,48	0,00%	0,00%	0,00	0,00%	12,00%	0	1.046.320.000	0,00	0,00%	0,63	2.168.380.000
BPAC3	17,83	17,40	3,57	0,000	1,60%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	20,52%	79.441	57.466.500.000	0,00	15,69%	""	205.154.000.000
BFIT4	0,93	17,55	1,96	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	11,15%	0	1.849.420.000	0,00	35,67%	""	3.618.220.000
BMTO3	7,82	17,84	2,14	0,000	0,00%	2,097	0,00	-2.711,85	0,00	-2.710,74	-1.526,30	0,00%	0,00%	0,00	0,00%	12,00%	0	1.046.320.000	0,00	0,00%	0,63	2.239.990.000
UCOP4	6,50	18,01	1,30	19,050	0,00%	0,844	5,14	22,70	-8,61	24,17	41,56	83,92%	110,51%	13,37	3,91%	7,23%	0	972.713.000	0,16	9,25%	2,52	1.267.500.000
HBTS5	30,00	18,32	0,43	5,184	10,13%	0,172	4,95	-4,63	-0,36	-8,58	-8,81	-111,86%	28,30%	1,38	-3,82%	2,34%	4.509	639.815.000	0,42	-10,59%	-4,05	274.011.000
MYPK4	31,79	18,46	1,07	0,319	0,00%	0,306	1,58	4,78	-1,40	8,61	5,77	6,67%	2,48%	1,72	9,10%	5,81%	0	4.557.900.000	1,40	12,84%	2,57	4.886.760.000
BFIT3	0,98	18,49	2,06	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	11,15%	0	1.849.420.000	0,00	35,67%	""	3.812.740.000
TMCP3	56,00	18,58	1,38	1,525	0,00%	0,937	3,85	24,25	4,74	19,68	19,68	6,29%	9,75%	2,30	5,54%	7,44%	0	1.798.930.000	0,03	10,49%	-4,58	2.486.510.000
LIPR3	41,25	18,63	2,14	0,000	2,62%	1,943	7,59	-72,92	8,04	-62,57	-62,57	0,00%	0,00%	4,32	-3,68%	11,48%	2.678	226.877.000	0,00	0,00%	10,35	485.306.000
CCRO3	11,64	18,83	1,73	1,079	3,58%	0,398	5,46	4,54	-0,68	9,78	7,35	23,79%	6,02%	1,70	10,14%	9,18%	124.394.000	13.608.900.000	2,49	22,33%	3,94	23.512.800.000
SMLE3	92,82	18,88	21,91	6,635	0,00%	6,477	-124,00	16,50	-42,31	16,32	13,20	40,22%	35,14%	0,91	46,17%	116,04%	0	524.731.000	0,00	36,83%	-0,14	11.496.400.000
TMCP4	58,20	19,31	1,44	1,585	0,00%	0,973	4,00	25,21	4,92	20,63	20,63	6,29%	9,75%	2,30	5,54%	7,44%	0	1.798.930.000	0,03	10,49%	-4,58	2.584.200.000
